show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s195,Movie,Title 195,Director 53,Actor 49,Germany,"November 10, 2017",2002,NC-17,112 min,"Horror, Romance",Description for title 195
s196,TV Show,Title 196,Director 64,Actor 163,"Brazil, Australia, Spain","December 10, 2025",2019,TV-MA,120 min,"Comedy, Drama, Crime",Description for title 196
s197,TV Show,Title 197,Director 139,Actor 91,"Canada, United Kingdom","December 03, 2017",2021,TV-Y,94 min,"Horror, Crime",Description for title 197
s198,TV Show,Title 198,Director 23,Actor 87,"Turkey, France, India","December 31, 2019",2022,G,1 Seasons,"Drama, Fantasy, Action",Description for title 198
s199,TV Show,Title 199,Director 33,Actor 68,"Japan, Netherlands, France","February 12, 2020",1995,G,14 Seasons,Sci-Fi,Description for title 199
s200,Movie,Title 200,Director 52,Actor 36,"Japan, South Korea","October 12, 2018",1991,TV-Y7,7 Seasons,"Animation, Adventure",Description for title 200
s201,Movie,Title 201,Director 135,Actor 252,"Canada, Brazil, United States","May 10, 2022",1996,TV-MA,130 min,"Animation, Action",Description for title 201
s202,Movie,Title 202,Director 17,Actor 251,"India, Turkey, South Korea","July 03, 2025",2019,TV-Y,12 Seasons,"Horror, Comedy, Crime",Description for title 202
s203,TV Show,Title 203,Director 56,Actor 139,"Japan, Canada, Mexico","December 03, 2021",2015,TV-PG,78 min,"Fantasy, Romance, Sci-Fi",Description for title 203
s204,Movie,Title 204,Director 111,Actor 354,"Canada, Brazil, France","October 02, 2019",2014,R,13 Seasons,"Adventure, Horror",Description for title 204
s205,Movie,Title 205,Director 4,Actor 380,"India, Japan","April 06, 2023",2022,PG-13,4 Seasons,"Animation, Fantasy",Description for title 205
s206,Movie,Title 206,Director 153,Actor 167,France,"February 27, 2019",1995,TV-Y,48 min,"Fantasy, Sci-Fi, Adventure",Description for title 206
s207,TV Show,Title 207,Director 157,Actor 53,Mexico,"October 08, 2023",1997,TV-G,5 Seasons,"Crime, Sci-Fi",Description for title 207
s208,Movie,Title 208,Director 181,Actor 385,"United States, United Kingdom, South Korea","September 27, 2021",1998,NC-17,122 min,"Animation, Romance, Thriller",Description for title 208
s209,Movie,Title 209,Director 12,Actor 177,"Australia, Brazil, India","October 05, 2025",2000,PG-13,4 Seasons,Romance,Description for title 209
s210,Movie,Title 210,Director 82,Actor 296,"Canada, Germany","June 24, 2020",2013,PG-13,2 Seasons,"Crime, Drama, Action",Description for title 210
s211,TV Show,Title 211,Director 28,Actor 300,"Brazil, Netherlands, Italy","August 08, 2022",1995,G,5 Seasons,"Fantasy, Thriller, Animation",Description for title 211
s212,TV Show,Title 212,Director 2,Actor 358,"Germany, United Kingdom, South Korea","March 28, 2020",2005,TV-Y,11 Seasons,"Comedy, Animation, Drama",Description for title 212
s213,Movie,Title 213,Director 89,Actor 105,"India, United Kingdom, France","May 06, 2020",2006,TV-14,100 min,"Thriller, Adventure, Drama",Description for title 213
s214,TV Show,Title 214,Director 103,Actor 136,"United States, Italy","October 19, 2022",2013,TV-Y7,12 Seasons,Documentary,Description for title 214
s215,Movie,Title 215,Director 122,Actor 189,"Turkey, Mexico, South Korea","July 09, 2023",1996,TV-PG,153 min,"Comedy, Action, Drama",Description for title 215
s216,Movie,Title 216,Director 185,Actor 127,Canada,"January 28, 2024",2016,TV-Y,54 min,Fantasy,Description for title 216
s217,TV Show,Title 217,Director 75,Actor 341,"Turkey, South Korea, United States","July 13, 2022",1999,TV-G,1 Seasons,"Drama, Action, Crime",Description for title 217
s218,Movie,Title 218,Director 129,Actor 46,"Australia, Mexico, Italy","February 19, 2019",1998,TV-Y,117 min,"Thriller, Horror",Description for title 218
s219,TV Show,Title 219,Director 107,Actor 4,United Kingdom,"February 14, 2025",1999,PG,176 min,Horror,Description for title 219
s220,TV Show,Title 220,Director 155,Actor 459,"Germany, Japan","November 26, 2021",2019,PG-13,1 Seasons,"Crime, Action, Adventure",Description for title 220
s221,Movie,Title 221,Director 81,Actor 256,"Italy, France","April 13, 2021",1998,TV-MA,7 Seasons,Horror,Description for title 221
s222,Movie,Title 222,Director 76,Actor 299,"Turkey, United Kingdom, India","July 04, 2025",2015,G,135 min,"Animation, Action",Description for title 222
s223,Movie,Title 223,Director 1,Actor 149,"Italy, Canada","April 28, 2023",2023,NC-17,12 Seasons,"Comedy, Animation",Description for title 223
s224,Movie,Title 224,Director 126,Actor 293,Turkey,"October 09, 2025",2016,TV-MA,2 Seasons,"Thriller, Adventure, Horror",Description for title 224
s225,Movie,Title 225,Director 134,Actor 242,"Turkey, United Kingdom","October 12, 2018",2009,TV-Y,4 Seasons,"Action, Sci-Fi, Animation",Description for title 225
s226,TV Show,Title 226,Director 25,Actor 274,Australia,"April 07, 2020",2013,TV-Y,5 Seasons,"Comedy, Fantasy",Description for title 226
s227,Movie,Title 227,Director 87,Actor 207,"Turkey, Germany","April 30, 2022",2016,PG,142 min,"Documentary, Sci-Fi",Description for title 227
s228,TV Show,Title 228,Director 15,Actor 414,Germany,"April 02, 2023",2008,G,14 Seasons,"Documentary, Horror",Description for title 228
s229,Movie,Title 229,Director 150,Actor 114,South Korea,"December 12, 2017",2007,TV-Y7,3 Seasons,"Crime, Drama, Romance",Description for title 229
s230,TV Show,Title 230,Director 167,Actor 194,"Spain, Japan, Italy","August 30, 2019",2001,R,7 Seasons,"Comedy, Adventure",Description for title 230
s231,Movie,Title 231,Director 187,Actor 342,"Japan, Australia, South Korea","April 10, 2021",2007,TV-PG,7 Seasons,"Documentary, Fantasy, Thriller",Description for title 231
s232,Movie,Title 232,Director 72,Actor 169,Spain,"August 25, 2023",1997,TV-MA,54 min,Fantasy,Description for title 232
s233,Movie,Title 233,Director 31,Actor 378,South Korea,"August 08, 2021",2005,TV-G,6 Seasons,"Sci-Fi, Crime",Description for title 233
s234,Movie,Title 234,Director 14,Actor 81,"Brazil, United States, Australia","December 19, 2018",2002,TV-Y,14 Seasons,"Animation, Drama",Description for title 234
s235,TV Show,Title 235,Director 140,Actor 153,"Netherlands, India, Brazil","November 24, 2024",2015,TV-14,3 Seasons,"Crime, Adventure, Fantasy",Description for title 235
s236,Movie,Title 236,Director 4,Actor 140,"India, Brazil","June 13, 2022",2015,PG-13,94 min,Comedy,Description for title 236
s237,Movie,Title 237,Director 73,Actor 313,United States,"February 18, 2021",2010,TV-G,9 Seasons,Adventure,Description for title 237
s238,Movie,Title 238,Director 51,Actor 145,"Brazil, South Korea, United Kingdom","May 02, 2023",2010,TV-14,4 Seasons,Action,Description for title 238
s239,Movie,Title 239,Director 76,Actor 322,"Netherlands, United Kingdom","April 09, 2019",1997,G,9 Seasons,"Horror, Crime",Description for title 239
s240,TV Show,Title 240,Director 168,Actor 121,"Mexico, United States, Japan","March 04, 2024",2022,TV-MA,165 min,"Fantasy, Documentary, Sci-Fi",Description for title 240
s241,TV Show,Title 241,Director 180,Actor 251,"Japan, Brazil","December 28, 2023",1995,TV-PG,8 Seasons,"Drama, Thriller",Description for title 241
s242,TV Show,Title 242,Director 109,Actor 342,"United States, South Korea, Mexico","January 26, 2022",1991,TV-14,178 min,Crime,Description for title 242
s243,Movie,Title 243,Director 177,Actor 386,"Australia, India","December 05, 2025",1997,TV-PG,6 Seasons,Animation,Description for title 243
s244,Movie,Title 244,Director 142,Actor 310,Italy,"June 21, 2020",1995,TV-14,40 min,Sci-Fi,Description for title 244
s245,TV Show,Title 245,Director 105,Actor 88,"Brazil, Turkey","July 16, 2021",1995,TV-G,164 min,"Horror, Animation, Action",Description for title 245
s246,Movie,Title 246,Director 126,Actor 474,"Netherlands, Germany","August 23, 2025",2011,TV-14,12 Seasons,"Adventure, Comedy",Description for title 246
s247,TV Show,Title 247,Director 6,Actor 57,Italy,"October 23, 2023",2014,R,68 min,Documentary,Description for title 247
s248,TV Show,Title 248,Director 39,Actor 491,"Japan, United Kingdom, Brazil","May 25, 2019",2020,TV-PG,10 Seasons,"Romance, Fantasy",Description for title 248
s249,TV Show,Title 249,Director 155,Actor 62,"Australia, Italy, Turkey","March 09, 2021",1994,TV-MA,8 Seasons,"Drama, Animation, Documentary",Description for title 249
s250,Movie,Title 250,Director 159,Actor 346,United States,"April 26, 2021",2011,TV-PG,145 min,Romance,Description for title 250
s251,Movie,Title 251,Director 98,Actor 307,"Brazil, South Korea","December 20, 2021",2014,TV-14,45 min,"Animation, Fantasy",Description for title 251
s252,TV Show,Title 252,Director 142,Actor 486,"Netherlands, Japan","September 26, 2023",2007,TV-MA,159 min,"Horror, Thriller",Description for title 252
s253,Movie,Title 253,Director 84,Actor 472,Spain,"February 05, 2023",1998,NC-17,143 min,"Animation, Crime, Action",Description for title 253
s254,Movie,Title 254,Director 197,Actor 381,"Australia, South Korea, United Kingdom","June 18, 2025",2014,TV-Y,171 min,"Drama, Animation",Description for title 254
s255,Movie,Title 255,Director 64,Actor 279,Netherlands,"August 23, 2020",2018,TV-MA,167 min,"Romance, Adventure",Description for title 255
s256,TV Show,Title 256,Director 131,Actor 71,"Netherlands, Australia","August 22, 2018",2022,TV-Y7,8 Seasons,"Drama, Sci-Fi, Fantasy",Description for title 256
s257,TV Show,Title 257,Director 10,Actor 8,Mexico,"May 14, 2018",1997,TV-PG,104 min,"Fantasy, Adventure",Description for title 257
s258,Movie,Title 258,Director 107,Actor 365,"United States, Japan, United Kingdom","October 05, 2019",2002,TV-MA,76 min,"Romance, Drama, Documentary",Description for title 258
s259,Movie,Title 259,Director 25,Actor 420,Germany,"November 25, 2021",1997,TV-Y7,178 min,"Documentary, Romance",Description for title 259
s260,Movie,Title 260,Director 188,Actor 93,United States,"February 10, 2018",2016,G,147 min,"Comedy, Drama",Description for title 260
s261,TV Show,Title 261,Director 164,Actor 372,United Kingdom,"October 10, 2021",1992,TV-MA,6 Seasons,"Crime, Documentary",Description for title 261
s262,Movie,Title 262,Director 150,Actor 338,"France, Japan, Canada","December 14, 2023",2022,TV-PG,10 Seasons,Fantasy,Description for title 262
s263,Movie,Title 263,Director 84,Actor 436,Canada,"December 08, 2019",2020,TV-Y,13 Seasons,"Comedy, Sci-Fi",Description for title 263
s264,TV Show,Title 264,Director 167,Actor 335,"South Korea, United Kingdom","November 11, 2025",2017,PG,63 min,"Drama, Animation, Action",Description for title 264
s265,TV Show,Title 265,Director 150,Actor 151,"Australia, Italy, Canada","May 07, 2020",2010,TV-14,2 Seasons,"Adventure, Sci-Fi, Romance",Description for title 265
s266,TV Show,Title 266,Director 122,Actor 491,"Italy, United States","October 14, 2022",2018,TV-PG,135 min,"Thriller, Crime, Sci-Fi",Description for title 266
s267,TV Show,Title 267,Director 143,Actor 404,Canada,"July 05, 2019",2018,G,9 Seasons,Action,Description for title 267
s268,Movie,Title 268,Director 188,Actor 355,"Japan, France","July 12, 2018",1998,NC-17,53 min,Animation,Description for title 268
s269,Movie,Title 269,Director 67,Actor 39,Brazil,"October 22, 2021",2011,TV-PG,52 min,Drama,Description for title 269
s270,TV Show,Title 270,Director 103,Actor 358,"United Kingdom, United States","July 28, 2022",1997,G,49 min,"Romance, Action",Description for title 270
s271,TV Show,Title 271,Director 79,Actor 494,Spain,"November 29, 2021",2006,PG,9 Seasons,"Thriller, Action, Documentary",Description for title 271
s272,TV Show,Title 272,Director 158,Actor 61,"Brazil, Italy","May 31, 2024",2012,TV-MA,174 min,"Adventure, Romance, Drama",Description for title 272
s273,TV Show,Title 273,Director 52,Actor 253,"Japan, Netherlands, Spain","September 21, 2023",2019,TV-Y7,12 Seasons,"Thriller, Romance, Horror",Description for title 273
s274,Movie,Title 274,Director 105,Actor 453,"Japan, Australia, Mexico","April 27, 2020",2004,TV-14,6 Seasons,"Horror, Thriller, Sci-Fi",Description for title 274
s275,Movie,Title 275,Director 152,Actor 68,Australia,"September 29, 2018",2003,TV-MA,5 Seasons,"Action, Horror",Description for title 275
s276,TV Show,Title 276,Director 43,Actor 397,South Korea,"March 10, 2019",2014,PG,59 min,Horror,Description for title 276
s277,Movie,Title 277,Director 139,Actor 244,"United Kingdom, United States","November 29, 2020",2005,TV-PG,67 min,"Adventure, Documentary",Description for title 277
s278,TV Show,Title 278,Director 89,Actor 364,South Korea,"May 25, 2024",2007,TV-PG,162 min,"Crime, Action, Documentary",Description for title 278
s279,TV Show,Title 279,Director 100,Actor 169,"France, Mexico, United States","February 14, 2020",2021,TV-MA,56 min,Horror,Description for title 279
s280,TV Show,Title 280,Director 96,Actor 177,"Italy, Brazil, Mexico","December 21, 2017",2004,TV-14,14 Seasons,"Romance, Thriller",Description for title 280
s281,Movie,Title 281,Director 8,Actor 188,Mexico,"October 03, 2025",2022,TV-G,9 Seasons,Crime,Description for title 281
s282,Movie,Title 282,Director 11,Actor 259,"Germany, South Korea","March 03, 2024",2002,PG,14 Seasons,"Horror, Adventure",Description for title 282
s283,Movie,Title 283,Director 68,Actor 71,"Mexico, United Kingdom, Spain","March 06, 2022",1996,TV-14,155 min,Documentary,Description for title 283
s284,Movie,Title 284,Director 181,Actor 471,United States,"December 22, 2018",2008,PG-13,71 min,"Sci-Fi, Animation",Description for title 284
s285,Movie,Title 285,Director 181,Actor 458,"Spain, Germany, Italy","March 29, 2018",2010,PG-13,2 Seasons,"Crime, Sci-Fi, Animation",Description for title 285
s286,Movie,Title 286,Director 27,Actor 16,Japan,"October 12, 2019",1998,TV-G,83 min,Horror,Description for title 286
s287,Movie,Title 287,Director 55,Actor 369,"South Korea, Australia, Mexico","October 13, 2025",1993,TV-G,132 min,"Comedy, Fantasy, Crime",Description for title 287
s288,Movie,Title 288,Director 98,Actor 340,Italy,"September 14, 2025",2020,TV-Y,153 min,"Documentary, Drama, Comedy",Description for title 288
s289,Movie,Title 289,Director 196,Actor 56,"Brazil, France","May 28, 2025",1996,TV-Y7,11 Seasons,"Action, Sci-Fi",Description for title 289
s290,Movie,Title 290,Director 109,Actor 217,"Turkey, Germany","February 28, 2024",2002,G,12 Seasons,Drama,Description for title 290
s291,Movie,Title 291,Director 76,Actor 106,"Turkey, Netherlands, Japan","June 14, 2024",1997,TV-G,1 Seasons,Sci-Fi,Description for title 291
s292,TV Show,Title 292,Director 102,Actor 303,"United States, Turkey, South Korea","June 17, 2020",2015,TV-Y7,12 Seasons,"Thriller, Crime, Action",Description for title 292
s293,Movie,Title 293,Director 105,Actor 427,"Japan, Netherlands","September 05, 2022",2016,NC-17,115 min,Horror,Description for title 293
s294,Movie,Title 294,Director 108,Actor 172,Australia,"October 20, 2019",2015,NC-17,1 Seasons,"Adventure, Sci-Fi",Description for title 294
s295,Movie,Title 295,Director 111,Actor 218,South Korea,"September 19, 2025",2003,PG,161 min,Documentary,Description for title 295
s296,TV Show,Title 296,Director 57,Actor 463,South Korea,"September 17, 2018",2009,G,91 min,"Sci-Fi, Thriller",Description for title 296
s297,Movie,Title 297,Director 77,Actor 246,Japan,"December 26, 2025",2017,TV-PG,101 min,Documentary,Description for title 297
s298,Movie,Title 298,Director 74,Actor 217,"United States, Turkey, India","May 10, 2018",1997,TV-14,109 min,"Crime, Horror, Fantasy",Description for title 298
s299,Movie,Title 299,Director 41,Actor 372,"Italy, Germany","August 30, 2022",1994,PG-13,6 Seasons,"Sci-Fi, Adventure",Description for title 299
s300,Movie,Title 300,Director 165,Actor 416,United Kingdom,"December 18, 2017",2002,TV-MA,12 Seasons,"Adventure, Sci-Fi, Comedy",Description for title 300
s301,Movie,Title 301,Director 67,Actor 30,"Turkey, Mexico","February 20, 2019",1991,NC-17,103 min,"Thriller, Comedy, Animation",Description for title 301
s302,Movie,Title 302,Director 180,Actor 367,"Canada, South Korea","July 13, 2018",2003,TV-MA,98 min,"Fantasy, Adventure, Documentary",Description for title 302
s303,Movie,Title 303,Director 32,Actor 46,Netherlands,"November 19, 2021",1992,TV-G,61 min,"Action, Adventure",Description for title 303
s304,TV Show,Title 304,Director 70,Actor 133,"Germany, France","October 01, 2023",2005,TV-Y7,169 min,"Action, Comedy, Thriller",Description for title 304
s305,TV Show,Title 305,Director 55,Actor 107,"Germany, Japan","December 04, 2019",1998,TV-Y7,14 Seasons,Action,Description for title 305
s306,Movie,Title 306,Director 104,Actor 71,"India, United Kingdom","November 25, 2024",1991,TV-14,7 Seasons,"Drama, Documentary, Romance",Description for title 306
s307,Movie,Title 307,Director 199,Actor 326,"France, Brazil","July 13, 2024",2000,TV-14,4 Seasons,Thriller,Description for title 307
s308,TV Show,Title 308,Director 100,Actor 417,Brazil,"December 17, 2018",2013,TV-14,164 min,Fantasy,Description for title 308
s309,Movie,Title 309,Director 50,Actor 107,"Japan, Australia","January 15, 2023",2018,TV-MA,75 min,"Crime, Horror",Description for title 309
